Timestamp,Question,ID,Volume,Liquidity,Decision,Strategy,Confidence,Edge,Risk_Flags
2026-01-02 10:36:35,"XRP Up or Down - January 3, 2:30AM-2:35AM ET",1085747,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:35,"Ethereum Up or Down - January 2, 6:30PM-6:35PM ET",1084052,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:35,"Bitcoin Up or Down - January 2, 6:30PM-6:35PM ET",1084053,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:35,"XRP Up or Down - January 2, 6:30PM-6:35PM ET",1084054,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:35,"Solana Up or Down - January 2, 6:30PM-6:35PM ET",1084055,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:35,"Ethereum Up or Down - January 3, 2:30AM-2:35AM ET",1085748,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:35,"XRP Up or Down - December 19, 11:30AM-11:35AM ET",964334,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"Solana Up or Down - January 2, 5:50AM-5:55AM ET",1080310,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"Ethereum Up or Down - January 2, 5:50AM-5:55AM ET",1080311,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"XRP Up or Down - January 2, 5:50AM-5:55AM ET",1080312,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"Ethereum Up or Down - January 2, 5:45AM-5:50AM ET",1080306,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"XRP Up or Down - January 2, 5:45AM-5:50AM ET",1080307,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"Solana Up or Down - January 2, 5:45AM-5:50AM ET",1080308,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"Bitcoin Up or Down - January 2, 5:45AM-5:50AM ET",1080309,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"Ethereum Up or Down - January 2, 3:35PM-3:40PM ET",1083324,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"Solana Up or Down - January 2, 1:15PM-1:20PM ET",1082627,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:38,"Ethereum Up or Down - January 2, 3:15PM-3:20PM ET",1083271,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"Bitcoin Up or Down - January 2, 3:35PM-3:40PM ET",1083327,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"Bitcoin Up or Down - January 2, 6:50AM-6:55AM ET",1080599,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"XRP Up or Down - January 2, 6:50AM-6:55AM ET",1080600,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"Ethereum Up or Down - January 2, 6:50AM-6:55AM ET",1080601,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"Solana Up or Down - January 2, 6:50AM-6:55AM ET",1080602,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"Bitcoin Up or Down - January 2, 1:55PM-2:00PM ET",1082699,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"XRP Up or Down - January 2, 8:20PM-8:25PM ET",1084451,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"Bitcoin Up or Down - January 2, 8:20PM-8:25PM ET",1084452,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"Ethereum Up or Down - January 2, 8:20PM-8:25PM ET",1084453,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:41,"Solana Up or Down - January 2, 8:20PM-8:25PM ET",1084454,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"Ethereum Up or Down - January 2, 1:55PM-2:00PM ET",1082702,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"XRP Up or Down - January 2, 1:55PM-2:00PM ET",1082705,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"Solana Up or Down - January 2, 9:00PM-9:05PM ET",1084502,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"Ethereum Up or Down - January 2, 9:05PM-9:10PM ET",1084548,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"Bitcoin Up or Down - January 2, 9:05PM-9:10PM ET",1084550,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"Solana Up or Down - January 2, 12:35PM-12:40PM ET",1082425,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"Bitcoin Up or Down - January 2, 12:35PM-12:40PM ET",1082426,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"Ethereum Up or Down - January 2, 12:35PM-12:40PM ET",1082427,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"XRP Up or Down - January 2, 12:35PM-12:40PM ET",1082428,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:43,"XRP Up or Down - January 2, 3:35PM-3:40PM ET",1083325,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"Solana Up or Down - January 2, 3:35PM-3:40PM ET",1083326,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"Bitcoin Up or Down - January 2, 9:55AM-10:00AM ET",1081524,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"Solana Up or Down - January 2, 9:55AM-10:00AM ET",1081527,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"Ethereum Up or Down - January 2, 10:00AM-10:05AM ET",1081539,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"XRP Up or Down - January 2, 9:55AM-10:00AM ET",1081521,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"Solana Up or Down - January 2, 1:55PM-2:00PM ET",1082704,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"XRP Up or Down - January 2, 2:40PM-2:45PM ET",1083027,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"Solana Up or Down - January 2, 9:35AM-9:40AM ET",1081361,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"Bitcoin Up or Down - January 2, 9:35AM-9:40AM ET",1081362,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:46,"Ethereum Up or Down - January 2, 9:35AM-9:40AM ET",1081363,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"XRP Up or Down - January 2, 9:35AM-9:40AM ET",1081364,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"Solana Up or Down - January 2, 7:00PM-7:05PM ET",1084088,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"XRP Up or Down - January 2, 7:00PM-7:05PM ET",1084089,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"Bitcoin Up or Down - January 2, 7:00PM-7:05PM ET",1084090,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"Ethereum Up or Down - January 2, 7:00PM-7:05PM ET",1084091,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"Ethereum Up or Down - January 2, 7:05PM-7:10PM ET",1084101,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"Solana Up or Down - January 2, 12:55PM-1:00PM ET",1082449,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"XRP Up or Down - January 2, 12:55PM-1:00PM ET",1082450,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"Solana Up or Down - January 2, 5:35PM-5:40PM ET",1083804,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:49,"Bitcoin Up or Down - January 2, 5:35PM-5:40PM ET",1083807,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"XRP Up or Down - January 2, 5:35PM-5:40PM ET",1083805,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"Ethereum Up or Down - January 2, 5:35PM-5:40PM ET",1083806,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"Bitcoin Up or Down - January 2, 12:55PM-1:00PM ET",1082454,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"Ethereum Up or Down - January 2, 12:55PM-1:00PM ET",1082456,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"XRP Up or Down - January 2, 10:35PM-10:40PM ET",1084875,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"Solana Up or Down - January 2, 2:45PM-2:50PM ET",1083031,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"Solana Up or Down - January 3, 3:55AM-4:00AM ET",1085925,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"XRP Up or Down - January 3, 3:50AM-3:55AM ET",1085915,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"Bitcoin Up or Down - January 3, 3:50AM-3:55AM ET",1085916,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:52,"Solana Up or Down - January 3, 3:50AM-3:55AM ET",1085917,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"Ethereum Up or Down - January 3, 3:50AM-3:55AM ET",1085918,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"Bitcoin Up or Down - January 2, 10:35PM-10:40PM ET",1084876,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"Ethereum Up or Down - January 2, 10:35PM-10:40PM ET",1084877,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"Solana Up or Down - January 2, 10:35PM-10:40PM ET",1084878,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"Ethereum Up or Down - January 3, 1:35AM-1:40AM ET",1085530,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"Solana Up or Down - January 3, 1:35AM-1:40AM ET",1085531,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"Bitcoin Up or Down - January 3, 1:35AM-1:40AM ET",1085532,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"XRP Up or Down - January 3, 1:35AM-1:40AM ET",1085533,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"Solana Up or Down - January 2, 1:00PM-1:05PM ET",1082459,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:36:54,"Bitcoin Up or Down - January 2, 11:05PM-11:10PM ET",1084936,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"XRP Up or Down - January 2, 11:05PM-11:10PM ET",1084937,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"XRP Up or Down - January 2, 2:00PM-2:05PM ET",1082716,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"Ethereum Up or Down - January 2, 9:55AM-10:00AM ET",1081520,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"XRP Up or Down - January 2, 11:00PM-11:05PM ET",1084907,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"Bitcoin Up or Down - January 2, 11:00PM-11:05PM ET",1084908,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"Ethereum Up or Down - January 2, 11:00PM-11:05PM ET",1084909,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"Solana Up or Down - January 2, 11:00PM-11:05PM ET",1084910,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"Bitcoin Up or Down - January 2, 2:00PM-2:05PM ET",1082713,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"Solana Up or Down - January 2, 2:00PM-2:05PM ET",1082715,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:00,"Ethereum Up or Down - January 2, 7:05AM-7:10AM ET",1080729,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"Solana Up or Down - January 2, 7:05AM-7:10AM ET",1080730,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"XRP Up or Down - January 2, 12:40PM-12:45PM ET",1082429,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"Solana Up or Down - January 2, 12:40PM-12:45PM ET",1082430,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"Ethereum Up or Down - January 2, 12:40PM-12:45PM ET",1082432,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"Bitcoin Up or Down - January 2, 12:40PM-12:45PM ET",1082433,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"XRP Up or Down - January 2, 7:05AM-7:10AM ET",1080727,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"Solana Up or Down - January 2, 8:00PM-8:05PM ET",1084287,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"XRP Up or Down - January 2, 8:00PM-8:05PM ET",1084288,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"Ethereum Up or Down - January 2, 8:00PM-8:05PM ET",1084289,0,0,REJECTED,Batch Analysis,0,0,[]
2026-01-02 10:37:05,"Ethereum Up or Down - January 2, 8:10AM-8:15AM ET",1080968,0,0,REJECTED,Batch Analysis,0,0,[]
